imdb_id,keywords,release_year,budget_adj,revenue_adj,genres,production_companies,vote_average
tt2784678,comedian|interview|reporter|movie star|fiancé fiancée relationship,2014,0,23427297.82,Drama|Comedy,Paramount Pictures|IAC Film|Jax Media,6.2
tt2473602,biography|james brown,2014,0,29393487.33,Drama|Music,Universal Studios|Imagine Films Entertainment|Jagged Films,6.3
tt2799166,monster|darkness|desert|archaeologist|lost,2014,5987091.83,12771328.09,Horror,Fox International Productions|Sahara Productions|Silvatar Media,4.7
tt2377322,possessed|demon|occult|demonic possession,2014,27632731.52,0,Thriller|Crime|Horror,Jerry Bruckheimer Films|Screen Gems|LStar Capital,6
tt2452254,suicide|divorce|gender ideals|actress,2014,6079200.935,1431375.493,Drama,Pallas Film|CAB Productions|C.G. Cinema,6.8
tt1216491,biography,2014,4605455.254,2257452.317,Thriller|Crime|Drama|Mystery,The Combine|Bluegrass Films,6.5
tt2669336,gambling|future|time travel|gambling debts|photography,2014,0,0,Thriller|Science Fiction,Uncooperative Pictures|XLrator Media|Royal Pictures,6.3
tt1767372,infidelity|new york city|screwball comedy|escort|theater,2014,0,103158.5133,Comedy,Lagniappe Films,5.7
tt3416742,new zealand|vampire|blood|mockumentary|zombies,2014,0,0,Comedy|Horror,Unison Films|Defender Films|Funny or Die,7.2
tt1661820,montana|secret|witness|video|murder,2014,4605455.254,0,Thriller,Kilburn Media,4.8
tt3177316,lake|honeymoon|woods|sleepwalking|woman director,2014,921091.0508,8582.726411,Horror,Fewlas Entertainment,5.3
tt2369317,asteroid|future|retro,2014,0,0,Drama|Comedy|Science Fiction,Rival Pictures|Om Films,4.4
tt2692904,england|road|cheating husband|construction site|one night,2014,1842182.102,4269533.348,Drama|Thriller,IM Global|Shoebox Films|A24,6.8
tt2920540,woman director|part fiction|docu fiction,2014,0,0,Music|Documentary|Drama,British Film Institute (BFI)|Film4|Corniche Pictures,6.8
tt2978462,dolphin|aquarium|swimming,2014,33159277.83,48287768.19,Family|Drama,Alcon Entertainment|Color Force|Boxing Cat Films,6.8
tt1294970,black comedy,2014,0,0,Drama|Comedy,Landscape Entertainment|MICA Entertainment|Vedette Finance|Prominent Media Group,5.5
tt3186318,woman director,2014,0,0,Thriller|Drama,IFC Films|Silver Sail Entertainment|Across Town Productions|Arts+Labor,5.3
tt2339741,based on novel|haunted house|supernatural|sequel|haunting,2014,921091.0508,24410131.45,Thriller|Horror|Drama,Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group,4.9
tt2300975,supernatural,2014,0,0,Thriller|Horror,Lionsgate|Blumhouse Productions|Principato-Young Entertainment,5
tt2281587,musical|the muppets,2014,46054552.54,74040166.02,Comedy|Adventure|Crime|Family,Buena Vista|Disney,6.2
tt3141912,gun|thriller|gun battle|gore|woman,2014,0,0,Thriller|Action,Maxam,4.7
tt3387648,snake|possession|found footage|shaky camera shot|serial murders,2014,0,0,Horror|Mystery|Thriller,Bad Hat Harry Productions|Jeff Rice Films|Casadelic Pictures|Guerin-Adler-Scott Pictures,5.9
tt3099498,canada|walrus|deception|search|first part,2014,2579054.942,1682561.628,Comedy|Drama|Horror,Phase 4 Films|Demarest Films|SModcast Pictures|A24,4.9
tt3179568,high school|teenager|playing against type,2014,0,424772.1912,Drama|Comedy,Paramount Pictures|Right of Way Films,6.4
tt3136112,homeless person|immigrant|heroin|homelessness|sex scene,2014,0,0,Drama,Bifrost Pictures|The Bridge Finance Company,5.3
tt3762944,based on tv series|los angeles|briton abroad,2014,0,0,Comedy,Home Box Office (HBO),6.3
tt2041331,supernatural|subjective camera|found footage|epouvante,2014,552654.6305,0,Horror,La.Lune Entertainment|Aeroplano,3.3
tt2725962,vacation|family,2014,0,0,Comedy,BBC Films|Lionsgate,6.6
tt2962726,technology|future|mind control|kidnapping|conspiracy,2014,0,0,Thriller|Action|Science Fiction,Unstoppable Entertainment|thefyzz|Tea Shop & Film Company,4.7
tt2933544,new york|married couple|character name in title|moving out|moving,2014,5526546.305,940361.1966,Drama,Revelations Entertainment|Lascaux Films|Latitude Productions,5.9
tt2828996,haunted house,2014,0,0,Comedy|Horror,Automatik Entertainment|Open Road Films,5.4
tt0903657,therapist|musician|nervous breakdown|title based on song|songwriter,2014,0,26381683.55,Drama|Music,River Road Entertainment|John Wells Productions,7.2
tt1929263,based on novel|faith|based on true events,2014,11053092.61,93336884.45,Drama,TriStar Pictures|Screen Gems|Roth Films,6.1
tt0959306,motivational book,2014,4605455.254,0,Drama,Windy Hill Pictures|Seraphim Films Inc.,5.1
tt3118958,biography|psychological thriller|lizzie borden|dramatization,2014,0,0,Drama|Mystery|Thriller,PeaceOut Productions|Sony Pictures Television,5.9
tt1935302,monster|post-apocalyptic|war|sequel|alien,2014,0,0,Thriller|Drama|Science Fiction,International Traders|Between The Eyes|Vertigo Films,3.8
tt2043933,woman director|activist,2014,0,0,Thriller|Drama,Film Science|Maybach Film Productions|RT Features|Tipping Point Productions,5.8
tt3097204,holiday|australia|vacation,2014,0,0,Comedy,Channel 4 Television Corporation,5.9
tt3921852,musical|barbie,2014,0,0,Adventure|Animation|Family|Fantasy,Mattel Playground Productions,6.7
tt3505712,new york,2014,0,0,Drama,KSM Film,5.4
tt4044364,national security agency|woman director|edward snowden,2014,0,0,Documentary,Participant Media|HBO Documentary Films|Praxis Films,7.8
tt2639254,paris|dancing|france|adultery|jealousy,2014,0,0,Drama|Romance,BBC Films|Artemis Film|Lionsgate|Lipsync Productions|The Bureau,5.9
tt2458776,alaska|family|nature|bears,2014,0,0,Documentary|Family,Disneynature,7.4
tt1043726,mythology|zeus|ancient greece|demigod|city of argos,2014,64476373.55,56443954.83,Action|Adventure,Millennium Films,4.4
tt2172584,male nudity|sex|menage a trois|wedding ring|blood,2014,0,1232756.024,Drama,Integral Film|Prospero Pictures|SBS Productions|Sentient Entertainment,5.6
tt2784512,beaver|zombies|animal attack,2014,0,13767.54794,Horror|Action|Comedy,BenderSpink|Armory Films,4.8
tt2465146,grandfather granddaughter relationship|neighbor|wealthy|elderly|estrangement,2014,27632731.52,23315013.14,Comedy|Drama|Romance,Castle Rock Entertainment|Envision Entertainment|ASIG Productions,5.7
tt2473794,painter,2014,0,4978957.675,History|Drama,Film4|Lipsync Productions|Thin Man Films|Focus Features International (FFI)|France 3 Cinema,6.1
tt2091325,male nudity|womanizer|bare chested male|gym|penis,2014,0,0,Fantasy|Comedy,2DS Productions|Roman Empire,4.6
tt1403241,adoption|werewolf,2014,16579638.91,0,Horror|Action,Copperheart Entertainment|Entertainment One|Dark Hero Studios,5.3
tt3205394,london|based on novel|bachelor|flat|gadget,2014,0,0,Comedy,British Broadcasting Corporation (BBC)|Endor Productions,6.8
tt1686821,authority|vampire|half vampire|danger of life|protection,2014,0,0,Action|Fantasy|Comedy|Horror|Mystery,Kintop Pictures|Angry Films|Preger Entertainment,5.8
tt3729920,new york|couple|loss of a child,2014,0,907281.1326,Drama,Myriad Pictures|Unison Films|Kim and Jim Productions|Division Films|Dreambridge Films,6.4
tt2652092,refugee|kansas|sudanese,2014,0,0,Drama,Alcon Entertainment|Blue Sky Films|Black Label Media,7.1
tt2350892,police|baton rouge,2014,0,0,Drama|Action|Crime,Mandalay Vision|ANA Media|CB Productions|Wilmor Entertainment,5.7
tt2577172,female nudity|sex|shower|sauna|nudity,2014,2901436.81,0,Horror|Thriller,Brookstreet Pictures,4.9
tt2130270,drug mule|drug,2014,0,0,Crime|Comedy,Screen Australia|4Cows|Cherub Films,5.8
tt2926810,anthology|woman director|horror anthology,2014,0,6605.143925,Horror,Magnet Releasing|Drafthouse Films|Timpson Films,5.4
tt3062074,sequel|creature|shark|made for television|creature feature,2014,0,0,Thriller|Horror|Science Fiction,The Asylum|Syfy,4.7
tt2639344,homosexuality|independent film|new york city|gay wedding,2014,0,2083713.36,Drama,Parts and Labor|Mm...Buttered Panini Productions|Charlie Guidance,6.4
tt2107861,woman director,2014,0,0,Comedy|Romance|Music,Vertigo Films,6.1
tt2667960,love triangle|love|irish|valet|woman director,2014,5066000.779,4605455.254,Drama,Maipo Film- og TV Produksjon,5.4
tt2272918,grandfather|betrayal|pigeon,2014,0,0,Romance,Kanakna Productions|Otomatic|Twenty Four 9 Films,6.3
tt2275946,gambling|casino|boss|lithuania|murder,2014,2486945.837,0,Action|Comedy|Crime|Thriller,Wellington Films|Kinokultas,5.7
tt3612032,cannibal,2014,1105309.261,0,Horror,Constantin Film|Summit Entertainment|Regency Enterprises|20th Century Fox Home Entertainment,4.9
tt2788716,talk show|black comedy|woman director|mental disorders|winning lottery,2014,0,0,Drama|Comedy,Gary Sanchez Productions|Bron Studios,5.7
tt2474972,dystopia|mind control|alien invasion|desert warfare|war of attrition,2014,0,0,Thriller|Action|Science Fiction,Out of Africa Entertainment|Altitude Film Entertainment|Rooks Nest Entertainment|Bigscope Films|Ravens Nest Entertainment,4.1
tt2980472,suicide|woman director,2014,0,0,Comedy|Drama|Romance,Coquette Productions|New Artists Alliance,6
tt3720788,new york|couple|loss of a child,2014,0,0,Drama,Myriad Pictures|Unison Films|Division Films|Dreambridge Films,6.1
tt2691734,gunshot wound|cottage|doctor|woman director,2014,0,0,Thriller|Drama|Romance,Killer Films|Foundry Films|Pacific Northwest Pictures,5.4
tt1935940,santa claus,2014,0,0,Family|Comedy,Film i Väst,6.5
tt3598222,prison|mercenary|rescue|mockbuster,2014,0,0,Action,The Asylum|Tiki Terrors,4.2
tt2304953,district attorney,2014,7368728.406,0,Crime|Thriller,Eagle Vision Inc.|Téléfilm Canada|Grindstone Entertainment Group|Paradox Entertainment|Manitoba Film & Music,5.5
tt2967008,murder investigation,2014,0,0,Thriller|Drama,Revolution Films|BBC Films|Cattleya|Vedette Finance|Multitrade,4.2
tt2182972,woman director,2014,5526546.305,29706.10748,Drama,Worldview Entertainment,5.7
tt3448226,hostage|sequel|rampage|massacre,2014,0,0,Action|Crime|Thriller,Boll Kino Beteiligungs GmbH & Co. KG|Studio West Productions(VCC)|Amok II Productions,5.6
tt2326554,vampire|female vampire|iranian|woman director,2014,921091.0508,363830.9651,Horror|Romance,SpectreVision|Black Light District|Say Ahh Productions|Logan Pictures,7
tt3060492,based on short film|new york city|babysitting|attempted suicide|uncle niece relationship,2014,0,7599.92226,Drama,Fuzzy Logic Pictures|Strongman|Wigwam Films,5.9
tt2309961,found footage|vampiros,2014,292906.9541,111616.8924,Horror|Thriller,Téléfilm Canada|Panorama Films|Automatik Entertainment,6.1
tt3559422,princess,2014,27632731.52,0,Animation|Family,NEST Family Entertainment|Rich Animation Studios,5.6
tt2205401,infidelity|obsession|lie|sin|interracial relationship,2014,0,0,Drama|Thriller,Lionsgate|Codeblack Entertainment,5.3
tt3125324,talent|success|musician|woman director,2014,6447637.355,13465178.61,Drama,Relativity Media,6.9
tt2838678,royalty|christmas,2014,0,0,TV Movie|Romance|Family,Brad Krevoy Television,6.1
tt3397556,high school|woods|gore|graphic violence|slasher,2014,0,0,Horror,Goldrush Entertainment,4.8
tt2924442,serial killer|frightening visions|parent killed,2014,0,0,Mystery|Horror|Thriller,Preferred Film & TV,4.5
tt3014666,wife husband relationship|stress|children|mother daughter relationship|parenthood,2014,4605455.254,9606709.78,Comedy,TriStar Pictures|Provident Films|Pure Flix Entertainment|Affirm Films|FourBoys Entertainment,5.7
tt3139072,dc comics|superhero|based on comic book|robin|super powers,2014,0,0,Animation|Action|Adventure,DC Comics|Warner Bros. Animation|Warner Home Video|Warner Premiere|DC Entertainment,6.8
tt2183034,alien|found footage,2014,11974183.66,41725424.6,Family|Adventure|Science Fiction,Walt Disney Studios Motion Pictures|Panay Films,5.7
tt2295722,yakuza|marine|fighting,2014,0,0,Adventure|Action,Strohberry Films,5.4
tt3343136,fairy|castle|sleeping beauty|forest|dragon,2014,0,0,Fantasy|Adventure,"The Asylum|The Global Asylum|Asylum, The",5
tt2622826,bikini|curse|hot tub|scientist|shark,2014,0,0,Action|Horror|Science Fiction,Odyssey Media|Pulser Productions|Rogue State|The Cartel,3.8
tt2693664,rain|future|water|dystopia|survivor,2014,0,0,Western|Action|Drama|Science Fiction,Quickfire Films|Spier Films|Bifrost Pictures|Subotica Entertainment,5.4
tt2403558,kidnapping|twitter|actor,2014,2302727.627,0,Thriller|Drama,Twisted Pictures|PalmStar Entertainment,5.3
tt3831810,revenge|tv|mystery writer,2014,0,0,TV Movie|Crime|Mystery|Thriller,Ostar Productions,4.9
tt2910274,independent film|woman director,2014,0,2877454.362,Comedy|Romance,Sundial Pictures|Votiv Films|Rooks Nest Entertainment|A24,6.7
tt3529198,friendship|high school|equestria girls|friendship is magic,2014,0,0,Family|Animation|Music,DHX Media|Hasbro Studios,6.7
tt1946381,love triangle|middle east|fight|missile|pilot,2014,23027276.27,0,Action|Thriller,Aldamisa Entertainment|MVP Films|Invest Capital Film Group|Live Screen Pictures,3.8
tt2190838,musical|masked killer|slasher,2014,0,0,Horror,Serendipity Point Films|Citizen Jones,5.3
tt3622332,sword|war|revenge|medieval|saxons,2014,0,0,Drama|Action|Adventure,Vertigo Films|Protagonist Pictures,5.6
tt3608654,nudity|nerd|campus|zombies,2014,0,0,Comedy,"Asylum, The",3.9
tt3202890,adoption|daughter|travel|couple|cheat,2014,0,0,Thriller,Arclight Films|Beijing Shuijing Shenlan International Media Co.|Asia Tropical Films,5.1
tt2499414,robbery|wrestling|las vegas nevada|bachelorette party,2014,0,0,Comedy,Magnet Releasing,3.8
tt2039393,gambling|gun|professor|beating|gambler,2014,23027276.27,36080177.29,Thriller|Crime|Drama,Paramount Pictures|Winkler Films,5.6
tt2361184,sport|mixed martial arts,2014,0,0,Action|Drama,Tapped Pictures|Meems|Oriah Entertainment|Hackybox Pictures,5.4
tt2543702,italian|boston|mafia|gang|mobster,2014,0,0,Crime|Drama|Thriller,Artina Films|Procinvest Sas|PalmStar Entertainment|The Bridge Finance Company|Mirabelle Pictures,3.9
tt1568343,lesbian|extramarital affair|actor,2014,1842182.102,0,Drama|Comedy,Ambi Pictures|Hammerton Productions,4.7
tt2386285,revenge|road movie,2014,0,0,Thriller|Drama,Pride of Gypsies|Boss Media,5.3
tt2319580,newfoundland|doctor|bribery|new job|hospitality,2014,11697856.34,3159358.884,Comedy,Max Films Productions|Morag Loves Company,6.7
tt2125501,rise and fall|movie studio|b movie|hollywood|filmmaking,2014,0,0,Documentary,Fury Productions|XYZ Films|RatPac Documentary Films,7.2
tt2980708,wife murder|murder plot,2014,4605455.254,0,Comedy,Lost Rhino Films,5.3
tt2960930,cabin|engagement|party|woods|alien,2014,0,0,Horror|Science Fiction,Twin Engine Films|Pink Buffalo Films|Abduction Films|Manis Film|Cargo Entertainment,4.6
tt3012698,woman director,2014,0,0,Drama,Home Box Office (HBO)|Playtone Productions|As Is Productions,7.1
tt2793490,desperation|elite|fame|hollywood|initiation,2014,0,0,Horror,Dark Sky Films|Snowfort Pictures|Parallactic Pictures|Title Media,5.8
tt3005242,biography|mexican|hollywood star,2014,0,0,Drama,Bullet Films|Kenio Films,5.3
tt1778931,from rags to riches|politician|inspiring story|filipino|pacquiao,2014,0,0,Documentary|Drama,Revelin Studios|Wonderspun,6.6
tt1975159,supernatural|flight|number in title|ghost|pacific  ocean,2014,0,0,Thriller|Horror|Mystery,Vertigo Entertainment|Ozla Pictures|Ozla Productions|CBS Films,4.3
tt3259178,assassin|trapped|trapped in an elevator|elevator,2014,1381636.576,0,Drama|Thriller|Action,Trancas International Films|Stuck Film Group,4.7
tt2486678,diplomat|extramarital affair|novelist,2014,0,0,Comedy|Romance,IFC Films|Mockingbird Pictures|Demarest Films,7.1
tt2123146,angry video game nerd,2014,300208.4429,0,Science Fiction|Adventure|Comedy,Cinemassacre,5.8
tt2268458,australia|party|end of the world|apocalypse,2014,0,0,Science Fiction|Drama|Thriller,XYZ Films|8th In Line,6.1
tt2140577,woman director,2014,0,12682.50268,Comedy|Drama,Schorr Pictures|Provenance Pictures|RCR Pictures,5.9
tt3074694,sadistic|grandfather|mansion|captive|molestation,2014,0,0,Drama|Mystery|Thriller|TV Movie,Front Street Pictures|Cue the Dog Productions|Lifetime Movie Network,6.4
tt3756722,biography|based on true story|true crime|religious fundamentalism,2014,0,0,Drama|Crime|TV Movie,Lifetime Television,5.9
tt2495104,war|disaster|virus|plague|doubtful survival,2014,460545.5254,13816365.76,Science Fiction,Benaroya Pictures|XYZ Films|PalmStar Entertainment|Miscellaneous Entertainment|Traverse Media,4.8
tt2474024,wife|musical|marriage|divorce,2014,0,0,Comedy|Drama|Music|Romance,Lucky Monkey Pictures|Sh-K-Boom Records|Grand Peaks Entertainment|Radius-TWC,5.4
tt1609479,pharmacist|black comedy|trophy wife,2014,4605455.254,69213.54483,Drama|Comedy,Aegis Film Fund|Altus Productions|Ealing Metro International|Occupant Entertainment,5.9
tt2102496,suicide|island|infection|quarantine|prequel,2014,0,0,Horror,Indomina Productions|Film002|Hypotenuse Films,4.6
tt1531924,new york|couple|loss of a child,2014,0,0,Romance|Drama,Myriad Pictures|Unison Films|Kim and Jim Productions|Division Films|Dreambridge Films,6.4
tt2490326,elementary school|teacher|zombies|virus|child,2014,0,0,Action|Comedy|Horror,SpectreVision|Glacier Films,5.2
tt3245656,found footage,2014,0,0,Thriller|Horror|Science Fiction,Lipsync Productions|Newscope Films|Bigscope Films,4.7
tt2345613,prequel|leprechaun,2014,0,0,Horror,WWE Studios,3.9
tt3451956,viking|man hunt|battle for survival|berserkers|saxons,2014,0,0,Thriller|Horror,Lindisfarne SPV1,5
tt0780548,based on magazine article,2014,0,0,Drama,Wingman Productions|Imprint Entertainment|Gordon Bijelonic / Datari Turner Films,6.3
tt2113659,widower,2014,9210910.508,0,Comedy|Family|Romance,Riverside Entertainment|Rio Negro|Media House Capital|Cuatro Plus Films|Defiant Pictures,6.5
tt2509850,professor|teaching|pommy,2014,0,4102101.101,Romance|Comedy,Castle Rock Entertainment,5.8
tt1930463,surfing|woman director,2014,0,0,Comedy|Drama,Sandbar Pictures,5.9
tt2192016,chess|new zealand|based on true story|bipolar,2014,0,0,Drama,Four Knights Film,4.4
tt2535470,zombies|zombie apocalypse,2014,0,0,Horror,Guerilla Films,6
tt2528814,christian|religion,2014,15658547.86,27438381.31,Drama,Pure Flix Entertainment,6.1
tt2557276,survival|lifeboat|bombardier,2014,0,0,War|Adventure,The American Film Company,6.5
tt3892434,experiment|health|food industry|sugar|health food,2014,0,0,Documentary,Madman Entertainment,6.4
tt2497980,look-alike|drug lord,2014,0,0,Thriller|Crime|Drama,Yellow Brick Films|Emedia Films,5
tt4128102,marvel comic,2014,0,0,Documentary,Marvel Studios|Bow and Arrow Entertainment,7.7
tt3591568,superhero|marvel cinematic universe,2014,0,0,TV Movie|Documentary,Marvel Studios|ABC Studios,6.3
tt3704538,mumblegore,2014,0,2538.526936,Horror|Thriller,Bloody Disgusting|8383 Productions,4.2
tt2756032,weekend|therapist|marriage|dilemma|escape,2014,0,0,Romance|Comedy|Drama,Radius-TWC,6.8
tt3068192,exorcism|possession|demon|exorcist|demonic possession,2014,0,0,Thriller|Horror,Automatik Entertainment|Colony Pictures,4.7
tt2517658,female nudity|sex|drowning|cheating|nudity,2014,0,0,Horror|Mystery|Thriller,The Orchard|Park Films|Treasure Entertainment,5.7
tt2825230,black comedy|woman director,2014,0,0,Horror|Thriller,Bluff Road Productions,7.4
tt1684226,gay|aids|homosexuality|epidemic,2014,0,0,Drama,Plan B Entertainment|Blumhouse Productions|HBO Films|Ryan Murphy Productions|Twentieth Century Fox Television,7.8
tt3021360,cult,2014,0,0,Thriller|Drama,Snoot Entertainment,6.8
tt2752758,found footage,2014,6447637.355,33559008.32,Horror,Twentieth Century Fox Film Corporation|Davis Entertainment|TSG Entertainment,4.5
tt2113636,police|violence,2014,0,0,Drama|Thriller|Action|Crime,La Petite Reine,5.3
tt1706598,based on novel|baltimore|kidnapping|missing child|baltimore maryland,2014,0,0,Thriller|Drama|Crime|Mystery,Likely Story|Hyde Park Entertainment,5.6
tt2488778,rape|murder|independent film|mistaken identity|home invasion,2014,0,0,Drama|Western,Wind Dancer Productions|Anonymous Content|Gilbert Films,4.8
tt3261302,island|children|dinosaur,2014,0,0,Adventure|Science Fiction|Fantasy|Family,Extinct Production,4.3
tt2392385,based on true story|cancer|lap dance|female stripper|exotic dancer,2014,0,0,Drama,Imprint Entertainment,3.8
tt3148348,scotland|police|murder|violence|stranger,2014,0,0,Horror,Makar Productions|Fantastic Films|Greenhouse Media Investment,5.4
tt2404299,romantic comedy,2014,0,0,Romance|Comedy,Night and Day Pictures|Full Blitz Entertainment,4.9
tt3544734,dance|high school|teenager|teen comedy|obedience,2014,0,0,Family|Fantasy|Comedy|Romance,Muse Entertainment Enterprises|Off-Leash Teleproductions,5.5
tt2622874,dominatrix,2014,0,0,Romance|Drama,Mini Studios,5.6
tt3622120,afghanistan|bravery|british army|grenade|biography,2014,0,0,Thriller|War|Adventure|Drama,Head Gear Films|Lipsync Productions|Metrol Technology|MENA Film|Pukka Films,5.8
tt2114461,writer|woman director,2014,0,0,Comedy,Bull Market Entertainment|EKZ Productions|Lainie Productions,3.7
tt3283556,woman director,2014,0,0,Comedy|Adventure,Unbound Feet Productions|Syncopated Films|Vintage Pictures|Gamechanger Films|Max Cap Productions,5.8
tt2402603,australian|australia|police|dirty cop|hit and run,2014,0,0,Mystery|Thriller|Crime,Benaroya Pictures|Goalpost Pictures|Screen Australia|Blue-Tongue Films,5.1
tt3638012,post-apocalyptic|war|mecha|cyberpunk,2014,0,0,Animation|Science Fiction|Action,Stage 6 Films,6.4
tt1605798,art critic,2014,0,0,Drama,Sovereign Films,6.1
tt3138376,sequel|trucker,2014,0,0,Thriller,WT Canada Productions,4.4
tt3317874,australian|slasher,2014,2763273.152,0,Horror,Slaughter FX,4.6
tt3214002,video game|nerd|arcade|computer games|atari,2014,0,0,History|Documentary|Animation,Mediajuice Studios,6
tt2908856,paris|writer|apartment,2014,4605455.254,3697062.364,Romance|Comedy|Drama,BBC Films|Cohen Media Group|Deux Chevaux Films,6
tt4008652,biography|wrestling|sport|woman director,2014,0,6636.461021,Documentary,Focus Features,6.6
tt2217895,brother brother relationship|single parent|running|guitar|bar,2014,0,0,Drama,One Square Mile Management Company|Phoenix Rising Motion Pictures,5.6
tt3677466,asteroid|blood splatter|outer space|alien invasion|fire department,2014,0,0,Thriller|Science Fiction|Action,The Asylum,2.4
tt1798243,father-son relationship|rock band|grieving father,2014,4605455.254,0,Music|Drama|Comedy,Unified Pictures|Amberdale Productions|Tee Rob Pictures,7.1
tt2905838,london|dancing|secret agent|revenge|heist,2014,0,0,Action|Adventure|Thriller|Romance,Fox Star Studios,6.2
tt3462696,martial arts|amnesia|based on video game,2014,0,0,Action,SP Entertainments,4.2
tt3132738,magic|biography|houdini,2014,0,0,TV Movie|Drama|History,A&E Television Networks|Lionsgate Television,7.1
tt2828954,robbery,2014,0,0,Drama|Crime|Thriller,Whitewater Films,5
tt2870808,sexuality|roommate|change|friends|romance,2014,0,7612.817535,Romance|Comedy,Haven Entertainment|Sandia Media|Minerva Productions,6.1
tt2420756,vietnam veteran|werewolf|retirement community,2014,0,0,Thriller|Horror,Glass Eye Pix|Dark Sky Films|Site B,5.6
tt3114132,girlfriend|relationship|couple|boyfriend|long distance relationship,2014,0,0,Comedy|Drama|Romance,Televisión Española (TVE)|Televisió de Catalunya (TV3)|La Panda|Broad Green Pictures,6.2
tt2093995,war veteran|woman director|afghanistan veteran,2014,0,0,War|Drama,National Picture Show Entertainment|Yeniceri Produksiyon A.S.,6.2
tt2558318,post-apocalyptic|revenge|murder|survival|drought,2014,0,0,Horror|Thriller|Action,Federighi Films,5.5
tt3090252,paleontology|tyrannosaurus rex|paleontologist|dinosaur|south dakota,2014,0,0,Documentary,Statement Pictures,7
tt3104818,au pair|friendship|drama|new york city,2014,0,25982.13636,Music|Drama,FJ Productions|BB Films,7.4
tt3125220,small town|woman director|miners|mining accident,2014,0,0,Drama,MindSmack Productions|Archer Gray|Maiden Voyage Pictures,5
tt3074780,musician|biography|music business|rock music|chef,2014,0,0,Documentary,A&E IndieFilms|Nomoneyfun Films,7.6
tt3268458,hacker|internet|aaron swartz,2014,0,0,Documentary,Participant Media|FilmBuff|Luminant Media|Unjustus Films,7.8
tt2766268,inventor|board game|children|orphan|based on a children's book,2014,5526546.305,0,Adventure|Family,Sepia Films|DAP Italy|Televisión Federal (Telefe)|Pampa Films|Benteveo Producciones,4.9
tt3496892,woman director,2014,0,0,TV Movie|Romance|Drama|Thriller,Cue the Dog Productions|A+E Studios|Fries Film Company,6.1
tt3911200,marvel comic|superhero|based on comic book,2014,0,0,Adventure|Animation|Action,Marvel Studios,6.2
tt3138558,woods|survival,2014,0,0,Thriller|Horror,Present Pictures,5.1
tt4172224,making of|space exploration,2014,0,0,Documentary,Sky Movies,7.9
tt2510434,north carolina|vacation|alien|trap|found footage,2014,0,0,Horror|Science Fiction|Thriller,Next Entertainment|Lawrence Bender Productions|BIG Pictures|Exclusive Media Group|Mob Scene Creative Productions,4.6
tt3643208,dc comics|superhero|based on comic book|noir|period piece,2014,0,0,Action|Animation,DC Comics,7.6
tt3294200,girls' boarding school|epidemic|schoolgirl|mass hysteria|sexual awakening,2014,0,0,Drama|Thriller,Metrodome Distribution,4.8
tt2548208,detective|poker game,2014,0,0,Thriller|Action|Crime,Wingman Productions,5.5
tt2526846,santa claus|christmas,2014,0,0,Drama|Documentary|Comedy,Double Windsor Films,6.2
tt2428170,mountains|bath|ax|cabin|psychopath,2014,0,0,Horror|Thriller,Blumhouse Productions,5.9
tt2326574,musician|twin brother|twins,2014,11053092.61,0,Music|Drama,City of Peace Films|Identical Production Company,5
tt3128900,sheriff|gun|vigilante|murder|romance,2014,1842182.102,0,Drama,Myriad Pictures|Entertainment One|Wiretap Films,4.6
tt2245151,hostage|ex-con|family hostage|white supremacy,2014,0,0,Crime|Drama,Media House Capital,5.8
tt2359307,homelessness|drifter|venice beach california|squatting|pacific palisades,2014,0,0,Drama,Sony Pictures Home Entertainment,6.7
tt2368635,woman director,2014,0,0,Drama|Fantasy|Romance,Angoa-Agicoa|Procirep|Archipel 35|Canal+|Cofinova 6,5
tt2066048,adventure|animation|animal|3d animation,2014,0,0,Animation|Comedy|Family|Adventure,KRU Studios,3.4
tt3098874,high school|robot|teen comedy|fake boyfriend|young teens,2014,0,0,Family|Science Fiction,Schorr Pictures,5.8
tt2494384,new age|woman director|healer,2014,7368728.406,48897.03952,Drama,Arcadia Motion Pictures|Wanda Visión S.A.|Buffalo Gal Pictures,5.1
tt3699508,marine corps|taliban|marines|u.s. marine,2014,0,0,War|Action,Universal Pictures|UFO International Productions|Universal 1440 Entertainment,5.4
tt3297792,survivor,2014,0,0,Science Fiction|Action|Fantasy,Arrowstorm Entertainment,4.9
tt2505294,college|blog|dark secrets,2014,875036.4982,0,Drama|Mystery|Thriller,Decipher Entertainment|Presque Isle Films|LA Publicity|Tait Productions,5.4
tt3279176,supernatural|evil spirit|spirit|paranormal activity,2014,0,0,Horror|Comedy,New Normal Films,5.1
tt2758890,prostitute|hotel room|nudity|overweight man|hooker,2014,0,0,Drama,Wild Bunch,5.5
tt2246565,magic|fraud|biography|paranormal|psychic,2014,0,0,History|Comedy|Documentary,Left Turn Films|Pure Mutt Productions,7.1
tt2006753,swordplay,2014,5526546.305,0,Adventure|Action|Animation|Fantasy,Blockade Entertainment|Sony Computer Entertainment|AZ Works,5.8
tt3468260,cyborg|dc comics|time travel|superhero|super powers,2014,0,0,Family|Animation|Action|Science Fiction,DC Comics|Warner Bros. Animation|Warner Home Video|DC Entertainment|Warner Bros. Home Entertainment Group,5.8
